Source,Target,Type,Weight
251,2,Undirected,1
2,251,Undirected,1
251,3,Undirected,1
3,251,Undirected,1
251,4,Undirected,1
4,251,Undirected,1
251,5,Undirected,1
5,251,Undirected,1
251,35,Undirected,1
35,251,Undirected,1
251,80,Undirected,1
80,251,Undirected,1
251,123,Undirected,1
123,251,Undirected,1
252,1,Undirected,1
1,252,Undirected,1
252,2,Undirected,1
2,252,Undirected,1
252,3,Undirected,1
3,252,Undirected,1
252,4,Undirected,1
4,252,Undirected,1
252,36,Undirected,1
36,252,Undirected,1
252,132,Undirected,1
132,252,Undirected,1
253,1,Undirected,1
1,253,Undirected,1
253,2,Undirected,1
2,253,Undirected,1
254,1,Undirected,1
1,254,Undirected,1
254,2,Undirected,1
2,254,Undirected,1
254,3,Undirected,1
3,254,Undirected,1
254,4,Undirected,1
4,254,Undirected,1
255,1,Undirected,1
1,255,Undirected,1
255,2,Undirected,1
2,255,Undirected,1
255,4,Undirected,1
4,255,Undirected,1
255,45,Undirected,1
45,255,Undirected,1
255,112,Undirected,1
112,255,Undirected,1
255,132,Undirected,1
132,255,Undirected,1
256,1,Undirected,1
1,256,Undirected,1
256,2,Undirected,1
2,256,Undirected,1
256,12,Undirected,1
12,256,Undirected,1
256,126,Undirected,1
126,256,Undirected,1
257,1,Undirected,1
1,257,Undirected,1
257,2,Undirected,1
2,257,Undirected,1
257,3,Undirected,1
3,257,Undirected,1
257,36,Undirected,1
36,257,Undirected,1
257,45,Undirected,1
45,257,Undirected,1
257,55,Undirected,1
55,257,Undirected,1
257,112,Undirected,1
112,257,Undirected,1
258,1,Undirected,1
1,258,Undirected,1
258,2,Undirected,1
2,258,Undirected,1
258,3,Undirected,1
3,258,Undirected,1
258,4,Undirected,1
4,258,Undirected,1
258,35,Undirected,1
35,258,Undirected,1
258,42,Undirected,1
42,258,Undirected,1
258,46,Undirected,1
46,258,Undirected,1
258,71,Undirected,1
71,258,Undirected,1
258,98,Undirected,1
98,258,Undirected,1
259,1,Undirected,1
1,259,Undirected,1
259,3,Undirected,1
3,259,Undirected,1
259,4,Undirected,1
4,259,Undirected,1
259,22,Undirected,1
22,259,Undirected,1
259,36,Undirected,1
36,259,Undirected,1
259,46,Undirected,1
46,259,Undirected,1
259,71,Undirected,1
71,259,Undirected,1
259,80,Undirected,1
80,259,Undirected,1
259,98,Undirected,1
98,259,Undirected,1
260,1,Undirected,1
1,260,Undirected,1
260,3,Undirected,1
3,260,Undirected,1
260,4,Undirected,1
4,260,Undirected,1
260,45,Undirected,1
45,260,Undirected,1
260,55,Undirected,1
55,260,Undirected,1
260,112,Undirected,1
112,260,Undirected,1
260,143,Undirected,1
143,260,Undirected,1
261,1,Undirected,1
1,261,Undirected,1
261,3,Undirected,1
3,261,Undirected,1
261,4,Undirected,1
4,261,Undirected,1
261,45,Undirected,1
45,261,Undirected,1
261,55,Undirected,1
55,261,Undirected,1
261,112,Undirected,1
112,261,Undirected,1
261,143,Undirected,1
143,261,Undirected,1
261,260,Undirected,1
260,261,Undirected,1
262,1,Undirected,1
1,262,Undirected,1
262,3,Undirected,1
3,262,Undirected,1
262,4,Undirected,1
4,262,Undirected,1
262,45,Undirected,1
45,262,Undirected,1
262,55,Undirected,1
55,262,Undirected,1
262,112,Undirected,1
112,262,Undirected,1
262,143,Undirected,1
143,262,Undirected,1
262,260,Undirected,1
260,262,Undirected,1
262,261,Undirected,1
261,262,Undirected,1
263,1,Undirected,1
1,263,Undirected,1
263,2,Undirected,1
2,263,Undirected,1
263,3,Undirected,1
3,263,Undirected,1
263,4,Undirected,1
4,263,Undirected,1
263,36,Undirected,1
36,263,Undirected,1
263,95,Undirected,1
95,263,Undirected,1
263,138,Undirected,1
138,263,Undirected,1
264,1,Undirected,1
1,264,Undirected,1
264,2,Undirected,1
2,264,Undirected,1
264,3,Undirected,1
3,264,Undirected,1
264,4,Undirected,1
4,264,Undirected,1
264,5,Undirected,1
5,264,Undirected,1
265,1,Undirected,1
1,265,Undirected,1
265,2,Undirected,1
2,265,Undirected,1
265,3,Undirected,1
3,265,Undirected,1
265,4,Undirected,1
4,265,Undirected,1
265,8,Undirected,1
8,265,Undirected,1
265,9,Undirected,1
9,265,Undirected,1
265,10,Undirected,1
10,265,Undirected,1
265,27,Undirected,1
27,265,Undirected,1
265,46,Undirected,1
46,265,Undirected,1
265,80,Undirected,1
80,265,Undirected,1
265,95,Undirected,1
95,265,Undirected,1
265,138,Undirected,1
138,265,Undirected,1
266,1,Undirected,1
1,266,Undirected,1
266,2,Undirected,1
2,266,Undirected,1
266,3,Undirected,1
3,266,Undirected,1
266,4,Undirected,1
4,266,Undirected,1
266,5,Undirected,1
5,266,Undirected,1
266,25,Undirected,1
25,266,Undirected,1
267,1,Undirected,1
1,267,Undirected,1
267,3,Undirected,1
3,267,Undirected,1
267,71,Undirected,1
71,267,Undirected,1
267,78,Undirected,1
78,267,Undirected,1
267,79,Undirected,1
79,267,Undirected,1
267,80,Undirected,1
80,267,Undirected,1
267,110,Undirected,1
110,267,Undirected,1
268,1,Undirected,1
1,268,Undirected,1
268,2,Undirected,1
2,268,Undirected,1
268,3,Undirected,1
3,268,Undirected,1
268,4,Undirected,1
4,268,Undirected,1
268,70,Undirected,1
70,268,Undirected,1
268,110,Undirected,1
110,268,Undirected,1
269,1,Undirected,1
1,269,Undirected,1
269,3,Undirected,1
3,269,Undirected,1
269,4,Undirected,1
4,269,Undirected,1
269,9,Undirected,1
9,269,Undirected,1
269,41,Undirected,1
41,269,Undirected,1
269,75,Undirected,1
75,269,Undirected,1
269,95,Undirected,1
95,269,Undirected,1
270,1,Undirected,1
1,270,Undirected,1
270,2,Undirected,1
2,270,Undirected,1
270,3,Undirected,1
3,270,Undirected,1
270,4,Undirected,1
4,270,Undirected,1
270,25,Undirected,1
25,270,Undirected,1
270,28,Undirected,1
28,270,Undirected,1
270,42,Undirected,1
42,270,Undirected,1
270,123,Undirected,1
123,270,Undirected,1
271,1,Undirected,1
1,271,Undirected,1
271,2,Undirected,1
2,271,Undirected,1
271,27,Undirected,1
27,271,Undirected,1
271,42,Undirected,1
42,271,Undirected,1
272,1,Undirected,1
1,272,Undirected,1
272,2,Undirected,1
2,272,Undirected,1
272,3,Undirected,1
3,272,Undirected,1
272,4,Undirected,1
4,272,Undirected,1
272,25,Undirected,1
25,272,Undirected,1
272,46,Undirected,1
46,272,Undirected,1
272,55,Undirected,1
55,272,Undirected,1
272,95,Undirected,1
95,272,Undirected,1
272,138,Undirected,1
138,272,Undirected,1
273,1,Undirected,1
1,273,Undirected,1
273,2,Undirected,1
2,273,Undirected,1
273,3,Undirected,1
3,273,Undirected,1
273,4,Undirected,1
4,273,Undirected,1
273,66,Undirected,1
66,273,Undirected,1
273,112,Undirected,1
112,273,Undirected,1
274,1,Undirected,1
1,274,Undirected,1
274,4,Undirected,1
4,274,Undirected,1
274,5,Undirected,1
5,274,Undirected,1
274,8,Undirected,1
8,274,Undirected,1
274,9,Undirected,1
9,274,Undirected,1
274,10,Undirected,1
10,274,Undirected,1
274,42,Undirected,1
42,274,Undirected,1
274,80,Undirected,1
80,274,Undirected,1
274,95,Undirected,1
95,274,Undirected,1
274,137,Undirected,1
137,274,Undirected,1
275,1,Undirected,1
1,275,Undirected,1
275,2,Undirected,1
2,275,Undirected,1
275,3,Undirected,1
3,275,Undirected,1
275,4,Undirected,1
4,275,Undirected,1
275,5,Undirected,1
5,275,Undirected,1
275,41,Undirected,1
41,275,Undirected,1
276,1,Undirected,1
1,276,Undirected,1
276,2,Undirected,1
2,276,Undirected,1
276,3,Undirected,1
3,276,Undirected,1
276,4,Undirected,1
4,276,Undirected,1
276,5,Undirected,1
5,276,Undirected,1
276,41,Undirected,1
41,276,Undirected,1
276,275,Undirected,1
275,276,Undirected,1
277,1,Undirected,1
1,277,Undirected,1
277,2,Undirected,1
2,277,Undirected,1
277,3,Undirected,1
3,277,Undirected,1
277,4,Undirected,1
4,277,Undirected,1
277,27,Undirected,1
27,277,Undirected,1
277,34,Undirected,1
34,277,Undirected,1
277,38,Undirected,1
38,277,Undirected,1
277,41,Undirected,1
41,277,Undirected,1
277,46,Undirected,1
46,277,Undirected,1
277,71,Undirected,1
71,277,Undirected,1
277,98,Undirected,1
98,277,Undirected,1
277,109,Undirected,1
109,277,Undirected,1
277,110,Undirected,1
110,277,Undirected,1
278,1,Undirected,1
1,278,Undirected,1
278,2,Undirected,1
2,278,Undirected,1
278,3,Undirected,1
3,278,Undirected,1
278,4,Undirected,1
4,278,Undirected,1
278,11,Undirected,1
11,278,Undirected,1
278,34,Undirected,1
34,278,Undirected,1
278,80,Undirected,1
80,278,Undirected,1
278,95,Undirected,1
95,278,Undirected,1
279,1,Undirected,1
1,279,Undirected,1
279,2,Undirected,1
2,279,Undirected,1
279,3,Undirected,1
3,279,Undirected,1
279,4,Undirected,1
4,279,Undirected,1
279,5,Undirected,1
5,279,Undirected,1
279,33,Undirected,1
33,279,Undirected,1
279,34,Undirected,1
34,279,Undirected,1
279,35,Undirected,1
35,279,Undirected,1
279,43,Undirected,1
43,279,Undirected,1
279,45,Undirected,1
45,279,Undirected,1
279,55,Undirected,1
55,279,Undirected,1
279,80,Undirected,1
80,279,Undirected,1
279,112,Undirected,1
112,279,Undirected,1
280,1,Undirected,1
1,280,Undirected,1
280,2,Undirected,1
2,280,Undirected,1
280,3,Undirected,1
3,280,Undirected,1
280,4,Undirected,1
4,280,Undirected,1
280,5,Undirected,1
5,280,Undirected,1
280,33,Undirected,1
33,280,Undirected,1
280,34,Undirected,1
34,280,Undirected,1
280,35,Undirected,1
35,280,Undirected,1
280,43,Undirected,1
43,280,Undirected,1
280,45,Undirected,1
45,280,Undirected,1
280,55,Undirected,1
55,280,Undirected,1
280,80,Undirected,1
80,280,Undirected,1
280,112,Undirected,1
112,280,Undirected,1
280,279,Undirected,1
279,280,Undirected,1
281,1,Undirected,1
1,281,Undirected,1
281,2,Undirected,1
2,281,Undirected,1
281,3,Undirected,1
3,281,Undirected,1
281,4,Undirected,1
4,281,Undirected,1
281,5,Undirected,1
5,281,Undirected,1
281,36,Undirected,1
36,281,Undirected,1
281,92,Undirected,1
92,281,Undirected,1
281,93,Undirected,1
93,281,Undirected,1
282,1,Undirected,1
1,282,Undirected,1
282,2,Undirected,1
2,282,Undirected,1
282,9,Undirected,1
9,282,Undirected,1
282,10,Undirected,1
10,282,Undirected,1
282,52,Undirected,1
52,282,Undirected,1
282,80,Undirected,1
80,282,Undirected,1
282,122,Undirected,1
122,282,Undirected,1
282,131,Undirected,1
131,282,Undirected,1
283,1,Undirected,1
1,283,Undirected,1
283,2,Undirected,1
2,283,Undirected,1
283,3,Undirected,1
3,283,Undirected,1
283,4,Undirected,1
4,283,Undirected,1
283,34,Undirected,1
34,283,Undirected,1
283,42,Undirected,1
42,283,Undirected,1
283,46,Undirected,1
46,283,Undirected,1
283,80,Undirected,1
80,283,Undirected,1
284,1,Undirected,1
1,284,Undirected,1
284,2,Undirected,1
2,284,Undirected,1
284,3,Undirected,1
3,284,Undirected,1
284,110,Undirected,1
110,284,Undirected,1
284,132,Undirected,1
132,284,Undirected,1
285,1,Undirected,1
1,285,Undirected,1
285,2,Undirected,1
2,285,Undirected,1
285,3,Undirected,1
3,285,Undirected,1
285,4,Undirected,1
4,285,Undirected,1
285,5,Undirected,1
5,285,Undirected,1
285,33,Undirected,1
33,285,Undirected,1
285,92,Undirected,1
92,285,Undirected,1
286,1,Undirected,2
1,286,Undirected,2
286,2,Undirected,2
2,286,Undirected,2
286,3,Undirected,2
3,286,Undirected,2
286,4,Undirected,2
4,286,Undirected,2
286,5,Undirected,1
5,286,Undirected,1
286,12,Undirected,1
12,286,Undirected,1
286,27,Undirected,1
27,286,Undirected,1
286,33,Undirected,1
33,286,Undirected,1
286,34,Undirected,1
34,286,Undirected,1
286,42,Undirected,1
42,286,Undirected,1
286,43,Undirected,1
43,286,Undirected,1
286,45,Undirected,1
45,286,Undirected,1
286,46,Undirected,1
46,286,Undirected,1
286,59,Undirected,1
59,286,Undirected,1
286,91,Undirected,1
91,286,Undirected,1
286,103,Undirected,1
103,286,Undirected,1
286,119,Undirected,1
119,286,Undirected,1
286,124,Undirected,1
124,286,Undirected,1
286,132,Undirected,1
132,286,Undirected,1
287,1,Undirected,1
1,287,Undirected,1
287,2,Undirected,1
2,287,Undirected,1
287,3,Undirected,1
3,287,Undirected,1
287,4,Undirected,1
4,287,Undirected,1
287,12,Undirected,1
12,287,Undirected,1
287,42,Undirected,1
42,287,Undirected,1
287,80,Undirected,1
80,287,Undirected,1
287,126,Undirected,1
126,287,Undirected,1
287,142,Undirected,1
142,287,Undirected,1
288,1,Undirected,1
1,288,Undirected,1
288,2,Undirected,1
2,288,Undirected,1
288,3,Undirected,1
3,288,Undirected,1
288,4,Undirected,1
4,288,Undirected,1
288,42,Undirected,1
42,288,Undirected,1
288,46,Undirected,1
46,288,Undirected,1
288,58,Undirected,1
58,288,Undirected,1
288,62,Undirected,1
62,288,Undirected,1
288,91,Undirected,1
91,288,Undirected,1
288,98,Undirected,1
98,288,Undirected,1
288,110,Undirected,1
110,288,Undirected,1
288,114,Undirected,1
114,288,Undirected,1
288,123,Undirected,1
123,288,Undirected,1
289,1,Undirected,1
1,289,Undirected,1
289,2,Undirected,1
2,289,Undirected,1
289,3,Undirected,1
3,289,Undirected,1
289,4,Undirected,1
4,289,Undirected,1
289,5,Undirected,1
5,289,Undirected,1
289,27,Undirected,1
27,289,Undirected,1
289,67,Undirected,1
67,289,Undirected,1
289,133,Undirected,1
133,289,Undirected,1
290,1,Undirected,1
1,290,Undirected,1
290,2,Undirected,1
2,290,Undirected,1
290,3,Undirected,1
3,290,Undirected,1
290,4,Undirected,1
4,290,Undirected,1
290,42,Undirected,1
42,290,Undirected,1
291,1,Undirected,1
1,291,Undirected,1
291,2,Undirected,1
2,291,Undirected,1
291,3,Undirected,1
3,291,Undirected,1
291,4,Undirected,1
4,291,Undirected,1
291,35,Undirected,1
35,291,Undirected,1
291,38,Undirected,1
38,291,Undirected,1
291,55,Undirected,1
55,291,Undirected,1
292,1,Undirected,2
1,292,Undirected,2
292,2,Undirected,2
2,292,Undirected,2
292,3,Undirected,2
3,292,Undirected,2
292,13,Undirected,1
13,292,Undirected,1
292,27,Undirected,1
27,292,Undirected,1
292,35,Undirected,1
35,292,Undirected,1
292,43,Undirected,1
43,292,Undirected,1
292,46,Undirected,1
46,292,Undirected,1
292,50,Undirected,1
50,292,Undirected,1
292,55,Undirected,1
55,292,Undirected,1
292,110,Undirected,1
110,292,Undirected,1
292,112,Undirected,1
112,292,Undirected,1
292,138,Undirected,1
138,292,Undirected,1
292,230,Undirected,1
230,292,Undirected,1
293,1,Undirected,1
1,293,Undirected,1
293,2,Undirected,1
2,293,Undirected,1
293,3,Undirected,1
3,293,Undirected,1
293,4,Undirected,1
4,293,Undirected,1
293,27,Undirected,1
27,293,Undirected,1
293,45,Undirected,1
45,293,Undirected,1
294,1,Undirected,1
1,294,Undirected,1
294,2,Undirected,1
2,294,Undirected,1
294,36,Undirected,1
36,294,Undirected,1
294,146,Undirected,1
146,294,Undirected,1
295,1,Undirected,1
1,295,Undirected,1
295,3,Undirected,1
3,295,Undirected,1
295,4,Undirected,1
4,295,Undirected,1
295,35,Undirected,1
35,295,Undirected,1
295,36,Undirected,1
36,295,Undirected,1
295,43,Undirected,1
43,295,Undirected,1
295,45,Undirected,1
45,295,Undirected,1
295,70,Undirected,1
70,295,Undirected,1
295,110,Undirected,1
110,295,Undirected,1
295,132,Undirected,1
132,295,Undirected,1
296,1,Undirected,4
1,296,Undirected,4
296,2,Undirected,3
2,296,Undirected,3
296,3,Undirected,4
3,296,Undirected,4
296,4,Undirected,4
4,296,Undirected,4
296,16,Undirected,1
16,296,Undirected,1
296,25,Undirected,1
25,296,Undirected,1
296,27,Undirected,2
27,296,Undirected,2
296,28,Undirected,1
28,296,Undirected,1
296,29,Undirected,1
29,296,Undirected,1
296,30,Undirected,1
30,296,Undirected,1
296,33,Undirected,1
33,296,Undirected,1
296,34,Undirected,1
34,296,Undirected,1
296,35,Undirected,2
35,296,Undirected,2
296,36,Undirected,2
36,296,Undirected,2
296,42,Undirected,1
42,296,Undirected,1
296,43,Undirected,1
43,296,Undirected,1
296,45,Undirected,2
45,296,Undirected,2
296,46,Undirected,2
46,296,Undirected,2
296,55,Undirected,1
55,296,Undirected,1
296,59,Undirected,1
59,296,Undirected,1
296,70,Undirected,1
70,296,Undirected,1
296,75,Undirected,1
75,296,Undirected,1
296,84,Undirected,1
84,296,Undirected,1
296,89,Undirected,2
89,296,Undirected,2
296,98,Undirected,1
98,296,Undirected,1
296,109,Undirected,1
109,296,Undirected,1
296,110,Undirected,2
110,296,Undirected,2
296,112,Undirected,1
112,296,Undirected,1
296,113,Undirected,1
113,296,Undirected,1
296,126,Undirected,1
126,296,Undirected,1
296,132,Undirected,1
132,296,Undirected,1
296,295,Undirected,1
295,296,Undirected,1
298,1,Undirected,1
1,298,Undirected,1
298,2,Undirected,1
2,298,Undirected,1
298,4,Undirected,1
4,298,Undirected,1
298,5,Undirected,1
5,298,Undirected,1
298,27,Undirected,1
27,298,Undirected,1
298,38,Undirected,1
38,298,Undirected,1
298,45,Undirected,1
45,298,Undirected,1
298,71,Undirected,1
71,298,Undirected,1
299,1,Undirected,1
1,299,Undirected,1
299,2,Undirected,1
2,299,Undirected,1
299,3,Undirected,1
3,299,Undirected,1
299,4,Undirected,1
4,299,Undirected,1
299,42,Undirected,1
42,299,Undirected,1
299,44,Undirected,1
44,299,Undirected,1
299,45,Undirected,1
45,299,Undirected,1
299,46,Undirected,1
46,299,Undirected,1
299,75,Undirected,1
75,299,Undirected,1
299,78,Undirected,1
78,299,Undirected,1
299,80,Undirected,1
80,299,Undirected,1
299,102,Undirected,1
102,299,Undirected,1
300,1,Undirected,1
1,300,Undirected,1
300,2,Undirected,1
2,300,Undirected,1
300,3,Undirected,1
3,300,Undirected,1
300,4,Undirected,1
4,300,Undirected,1
300,35,Undirected,1
35,300,Undirected,1
300,46,Undirected,1
46,300,Undirected,1
300,92,Undirected,1
92,300,Undirected,1
301,1,Undirected,1
1,301,Undirected,1
301,2,Undirected,1
2,301,Undirected,1
301,3,Undirected,1
3,301,Undirected,1
301,4,Undirected,1
4,301,Undirected,1
301,33,Undirected,1
33,301,Undirected,1
301,34,Undirected,1
34,301,Undirected,1
301,55,Undirected,1
55,301,Undirected,1
301,112,Undirected,1
112,301,Undirected,1
302,1,Undirected,1
1,302,Undirected,1
302,2,Undirected,1
2,302,Undirected,1
302,3,Undirected,1
3,302,Undirected,1
302,4,Undirected,1
4,302,Undirected,1
302,5,Undirected,1
5,302,Undirected,1
302,12,Undirected,1
12,302,Undirected,1
302,27,Undirected,1
27,302,Undirected,1
302,98,Undirected,1
98,302,Undirected,1
302,126,Undirected,1
126,302,Undirected,1
302,163,Undirected,1
163,302,Undirected,1
303,1,Undirected,1
1,303,Undirected,1
303,2,Undirected,1
2,303,Undirected,1
303,3,Undirected,1
3,303,Undirected,1
303,4,Undirected,1
4,303,Undirected,1
303,5,Undirected,1
5,303,Undirected,1
303,27,Undirected,1
27,303,Undirected,1
303,34,Undirected,1
34,303,Undirected,1
303,36,Undirected,1
36,303,Undirected,1
303,46,Undirected,1
46,303,Undirected,1
303,134,Undirected,1
134,303,Undirected,1
304,1,Undirected,1
1,304,Undirected,1
304,2,Undirected,1
2,304,Undirected,1
304,3,Undirected,1
3,304,Undirected,1
304,4,Undirected,1
4,304,Undirected,1
304,38,Undirected,1
38,304,Undirected,1
304,41,Undirected,1
41,304,Undirected,1
304,50,Undirected,1
50,304,Undirected,1
304,75,Undirected,1
75,304,Undirected,1
305,1,Undirected,1
1,305,Undirected,1
305,2,Undirected,1
2,305,Undirected,1
305,3,Undirected,1
3,305,Undirected,1
305,4,Undirected,1
4,305,Undirected,1
305,35,Undirected,1
35,305,Undirected,1
305,36,Undirected,1
36,305,Undirected,1
305,46,Undirected,1
46,305,Undirected,1
305,63,Undirected,1
63,305,Undirected,1
305,91,Undirected,1
91,305,Undirected,1
305,110,Undirected,1
110,305,Undirected,1
306,1,Undirected,1
1,306,Undirected,1
306,2,Undirected,1
2,306,Undirected,1
306,3,Undirected,1
3,306,Undirected,1
306,35,Undirected,1
35,306,Undirected,1
306,36,Undirected,1
36,306,Undirected,1
306,59,Undirected,1
59,306,Undirected,1
307,1,Undirected,2
1,307,Undirected,2
307,2,Undirected,1
2,307,Undirected,1
307,3,Undirected,2
3,307,Undirected,2
307,4,Undirected,1
4,307,Undirected,1
307,27,Undirected,1
27,307,Undirected,1
307,35,Undirected,1
35,307,Undirected,1
307,36,Undirected,1
36,307,Undirected,1
307,59,Undirected,1
59,307,Undirected,1
307,70,Undirected,1
70,307,Undirected,1
307,92,Undirected,1
92,307,Undirected,1
307,110,Undirected,1
110,307,Undirected,1
307,306,Undirected,1
306,307,Undirected,1
308,1,Undirected,1
1,308,Undirected,1
308,2,Undirected,1
2,308,Undirected,1
308,3,Undirected,1
3,308,Undirected,1
308,4,Undirected,1
4,308,Undirected,1
308,12,Undirected,1
12,308,Undirected,1
308,27,Undirected,1
27,308,Undirected,1
308,38,Undirected,1
38,308,Undirected,1
308,42,Undirected,1
42,308,Undirected,1
308,46,Undirected,1
46,308,Undirected,1
309,1,Undirected,1
1,309,Undirected,1
309,2,Undirected,1
2,309,Undirected,1
309,3,Undirected,1
3,309,Undirected,1
309,4,Undirected,1
4,309,Undirected,1
309,8,Undirected,1
8,309,Undirected,1
309,9,Undirected,1
9,309,Undirected,1
309,10,Undirected,1
10,309,Undirected,1
309,11,Undirected,1
11,309,Undirected,1
309,33,Undirected,1
33,309,Undirected,1
309,34,Undirected,1
34,309,Undirected,1
309,46,Undirected,1
46,309,Undirected,1
309,75,Undirected,1
75,309,Undirected,1
310,1,Undirected,1
1,310,Undirected,1
310,2,Undirected,1
2,310,Undirected,1
310,3,Undirected,1
3,310,Undirected,1
310,4,Undirected,1
4,310,Undirected,1
310,8,Undirected,1
8,310,Undirected,1
310,9,Undirected,1
9,310,Undirected,1
310,10,Undirected,1
10,310,Undirected,1
310,11,Undirected,1
11,310,Undirected,1
310,33,Undirected,1
33,310,Undirected,1
310,34,Undirected,1
34,310,Undirected,1
310,46,Undirected,1
46,310,Undirected,1
310,75,Undirected,1
75,310,Undirected,1
310,309,Undirected,1
309,310,Undirected,1
311,1,Undirected,1
1,311,Undirected,1
311,2,Undirected,1
2,311,Undirected,1
311,3,Undirected,1
3,311,Undirected,1
311,4,Undirected,1
4,311,Undirected,1
311,33,Undirected,1
33,311,Undirected,1
311,34,Undirected,1
34,311,Undirected,1
311,35,Undirected,1
35,311,Undirected,1
311,49,Undirected,1
49,311,Undirected,1
311,98,Undirected,1
98,311,Undirected,1
312,1,Undirected,1
1,312,Undirected,1
312,2,Undirected,1
2,312,Undirected,1
312,3,Undirected,1
3,312,Undirected,1
312,4,Undirected,1
4,312,Undirected,1
312,18,Undirected,1
18,312,Undirected,1
312,25,Undirected,1
25,312,Undirected,1
312,27,Undirected,1
27,312,Undirected,1
312,35,Undirected,1
35,312,Undirected,1
312,44,Undirected,1
44,312,Undirected,1
312,75,Undirected,1
75,312,Undirected,1
312,132,Undirected,1
132,312,Undirected,1
313,1,Undirected,1
1,313,Undirected,1
313,2,Undirected,1
2,313,Undirected,1
313,3,Undirected,1
3,313,Undirected,1
313,4,Undirected,1
4,313,Undirected,1
313,34,Undirected,1
34,313,Undirected,1
313,35,Undirected,1
35,313,Undirected,1
313,37,Undirected,1
37,313,Undirected,1
313,46,Undirected,1
46,313,Undirected,1
313,80,Undirected,1
80,313,Undirected,1
313,110,Undirected,1
110,313,Undirected,1
313,132,Undirected,1
132,313,Undirected,1
314,1,Undirected,1
1,314,Undirected,1
314,2,Undirected,1
2,314,Undirected,1
314,3,Undirected,1
3,314,Undirected,1
314,4,Undirected,1
4,314,Undirected,1
314,5,Undirected,1
5,314,Undirected,1
314,41,Undirected,1
41,314,Undirected,1
314,98,Undirected,1
98,314,Undirected,1
315,1,Undirected,1
1,315,Undirected,1
315,2,Undirected,1
2,315,Undirected,1
315,3,Undirected,1
3,315,Undirected,1
315,4,Undirected,1
4,315,Undirected,1
315,12,Undirected,1
12,315,Undirected,1
315,42,Undirected,1
42,315,Undirected,1
315,50,Undirected,1
50,315,Undirected,1
315,98,Undirected,1
98,315,Undirected,1
315,124,Undirected,1
124,315,Undirected,1
315,146,Undirected,1
146,315,Undirected,1
316,1,Undirected,1
1,316,Undirected,1
316,2,Undirected,1
2,316,Undirected,1
316,3,Undirected,1
3,316,Undirected,1
316,4,Undirected,1
4,316,Undirected,1
316,5,Undirected,1
5,316,Undirected,1
316,36,Undirected,1
36,316,Undirected,1
316,110,Undirected,1
110,316,Undirected,1
317,1,Undirected,1
1,317,Undirected,1
317,2,Undirected,1
2,317,Undirected,1
317,3,Undirected,1
3,317,Undirected,1
317,4,Undirected,1
4,317,Undirected,1
317,5,Undirected,1
5,317,Undirected,1
317,36,Undirected,1
36,317,Undirected,1
317,110,Undirected,1
110,317,Undirected,1
317,316,Undirected,1
316,317,Undirected,1
318,1,Undirected,1
1,318,Undirected,1
318,2,Undirected,1
2,318,Undirected,1
318,3,Undirected,1
3,318,Undirected,1
318,4,Undirected,1
4,318,Undirected,1
318,5,Undirected,1
5,318,Undirected,1
318,36,Undirected,1
36,318,Undirected,1
318,46,Undirected,1
46,318,Undirected,1
319,1,Undirected,1
1,319,Undirected,1
319,2,Undirected,1
2,319,Undirected,1
319,3,Undirected,1
3,319,Undirected,1
319,4,Undirected,1
4,319,Undirected,1
319,5,Undirected,1
5,319,Undirected,1
319,36,Undirected,1
36,319,Undirected,1
319,46,Undirected,1
46,319,Undirected,1
319,318,Undirected,1
318,319,Undirected,1
320,1,Undirected,1
1,320,Undirected,1
320,2,Undirected,1
2,320,Undirected,1
320,3,Undirected,1
3,320,Undirected,1
320,4,Undirected,1
4,320,Undirected,1
320,11,Undirected,1
11,320,Undirected,1
320,36,Undirected,1
36,320,Undirected,1
320,46,Undirected,1
46,320,Undirected,1
320,123,Undirected,1
123,320,Undirected,1
321,1,Undirected,1
1,321,Undirected,1
321,2,Undirected,1
2,321,Undirected,1
321,35,Undirected,1
35,321,Undirected,1
321,43,Undirected,1
43,321,Undirected,1
321,55,Undirected,1
55,321,Undirected,1
321,71,Undirected,1
71,321,Undirected,1
321,112,Undirected,1
112,321,Undirected,1
322,1,Undirected,1
1,322,Undirected,1
322,2,Undirected,1
2,322,Undirected,1
322,3,Undirected,1
3,322,Undirected,1
322,4,Undirected,1
4,322,Undirected,1
322,41,Undirected,1
41,322,Undirected,1
322,46,Undirected,1
46,322,Undirected,1
322,75,Undirected,1
75,322,Undirected,1
322,91,Undirected,1
91,322,Undirected,1
323,1,Undirected,1
1,323,Undirected,1
323,2,Undirected,1
2,323,Undirected,1
323,3,Undirected,1
3,323,Undirected,1
323,4,Undirected,1
4,323,Undirected,1
323,5,Undirected,1
5,323,Undirected,1
323,35,Undirected,1
35,323,Undirected,1
323,36,Undirected,1
36,323,Undirected,1
323,43,Undirected,1
43,323,Undirected,1
323,45,Undirected,1
45,323,Undirected,1
323,46,Undirected,1
46,323,Undirected,1
323,53,Undirected,1
53,323,Undirected,1
323,98,Undirected,1
98,323,Undirected,1
323,119,Undirected,1
119,323,Undirected,1
324,1,Undirected,1
1,324,Undirected,1
324,2,Undirected,1
2,324,Undirected,1
324,4,Undirected,1
4,324,Undirected,1
324,5,Undirected,1
5,324,Undirected,1
324,27,Undirected,1
27,324,Undirected,1
324,42,Undirected,1
42,324,Undirected,1
324,46,Undirected,1
46,324,Undirected,1
325,1,Undirected,1
